TrialID,ObsNum,Prediction,Indicator
0,114,1,Private
0,115,1,Private
0,116,1,Private
0,117,1,Private
0,118,1,Public
0,119,1,Public
0,120,1,Private
0,121,1,Private
0,122,1,Private
0,123,1,Public
0,124,1,Private
0,125,1,Private
0,126,1,Private
0,127,1,Private
0,128,1,Private
0,129,1,Private
0,130,1,Private
0,131,1,Private
0,132,1,Private
0,133,1,Private
0,134,1,Private
0,135,1,Private
0,136,1,Private
0,137,1,Public
0,138,1,Private
0,139,1,Private
0,140,1,Public
0,141,1,Private
0,142,1,Public
0,143,1,Public
0,144,1,Private
0,145,1,Private
0,146,1,Public
0,147,1,Public
0,148,1,Private
0,149,1,Public
0,150,1,Private
0,151,1,Private
0,152,1,Public
0,153,1,Public
0,154,1,Public
0,155,1,Private
0,156,1,Private
0,157,1,Public
0,158,1,Private
0,159,1,Private
0,160,1,Private
0,161,1,Private
0,162,1,Private
0,163,1,Public
0,164,1,Private
0,165,1,Private
0,166,1,Private
0,167,1,Private
0,168,1,Private
0,169,1,Private
0,170,1,Private
0,171,1,Private
0,172,1,Private
0,173,1,Public
0,174,1,Private
0,175,1,Public
0,176,1,Private
0,177,1,Private
0,178,1,Public
0,179,1,Private
0,180,1,Public
0,181,1,Private
0,182,1,Private
0,183,1,Private
0,184,1,Private
0,185,1,Public
0,186,1,Public
0,187,1,Private
0,188,1,Public
0,189,1,Public
0,190,1,Private
0,191,1,Private
0,192,1,Private
0,193,1,Private
0,194,1,Public
0,195,1,Private
0,196,1,Private
0,197,1,Public
0,198,1,Private
0,199,1,Public
0,200,1,Private
0,201,1,Public
0,202,1,Private
0,203,1,Public
0,204,1,Public
0,205,1,Private
0,206,1,Public
0,207,1,Private
0,208,1,Private
0,209,1,Private
0,210,1,Private
0,211,1,Private
0,212,1,Private
0,213,1,Private
0,214,1,Public
0,215,1,Private
0,216,1,Private
0,217,1,Public
0,218,1,Private
0,219,1,Private
0,220,1,Private
0,221,1,Private
0,222,1,Private
0,223,1,Public
0,224,1,Private
0,225,1,Private
0,226,1,Private
0,227,1,Private
0,228,1,Private
0,229,1,Private
0,230,1,Private
0,231,1,Private
0,232,1,Private
0,233,1,Private
0,234,1,Private
0,235,1,Public
0,236,1,Public
0,237,1,Public
0,238,1,Private
0,239,1,Private
0,240,1,Private
0,241,1,Private
0,242,1,Private
0,243,1,Public
0,244,1,Private
0,245,1,Private
0,246,1,Private
0,247,1,Private
0,248,1,Private
0,249,1,Private
0,250,0,Public
0,251,0,Public
0,252,0,Public
0,253,0,Private
0,254,1,Public
0,255,1,Private
0,256,1,Private
0,257,1,Private
0,258,1,Private
0,259,1,Private
0,260,1,Private
0,261,1,Private
0,262,1,Public
0,263,1,Private
0,264,1,Public
0,265,1,Private
0,266,1,Private
0,267,1,Private
0,268,1,Public
0,269,1,Public
0,270,1,Private
0,271,1,Private
0,272,1,Private
0,273,1,Private
0,274,1,Private
0,275,1,Private
0,276,1,Public
0,277,1,Private
0,278,1,Private
0,279,1,Private
0,280,1,Private
0,281,1,Private
0,282,1,Public
0,283,1,Private
0,284,1,Private
0,285,1,Public
0,286,1,Private
0,287,1,Public
0,288,1,Private
0,289,1,Private
0,290,1,Private
0,291,1,Private
0,292,1,Private
0,293,1,Private
0,294,1,Private
0,295,1,Private
0,296,1,Private
0,297,1,Public
0,298,1,Private
0,299,1,Private
0,300,1,Public
0,301,1,Private
0,302,1,Public
0,303,1,Private
0,304,1,Private
0,305,1,Public
0,306,0,Public
0,307,0,Private
0,308,0,Private
0,309,0,Public
0,310,0,Private
0,311,0,Public
0,312,1,Public
0,313,1,Private
0,314,1,Private
0,315,1,Private
0,316,1,Private
0,317,1,Public
0,318,1,Private
0,319,1,Private
0,320,1,Public
0,321,1,Public
0,322,1,Public
0,323,1,Private
0,324,1,Private
0,325,1,Private
0,326,1,Private
0,327,1,Public
0,328,1,Public
0,329,1,Private
0,330,1,Private
0,331,1,Private
0,332,1,Private
0,333,1,Private
0,334,1,Public
0,335,1,Private
0,336,1,Private
0,337,1,Private
0,338,1,Private
0,339,1,Private
0,340,1,Private
0,341,1,Private
0,342,1,Private
0,343,1,Private
0,344,1,Private
0,345,1,Public
0,346,1,Public
0,347,1,Private
0,348,1,Public
0,349,1,Private
0,350,1,Private
0,351,1,Private
0,352,1,Private
0,353,1,Private
0,354,1,Private
0,355,1,Private
0,356,1,Private
0,357,1,Private
0,358,1,Public
0,359,1,Private
0,360,1,Public
0,361,1,Private
0,362,1,Private
0,363,1,Private
0,364,1,Private
0,365,1,Public
0,366,1,Public
0,367,1,Private
0,368,1,Private
0,369,1,Private
0,370,1,Public
0,371,1,Private
0,372,1,Public
0,373,1,Private
0,374,1,Public
0,375,1,Private
0,376,1,Private
0,377,1,Public
0,378,1,Private
0,379,1,Public
0,380,1,Private
0,381,1,Private
0,382,1,Private
0,383,1,Private
0,384,1,Private
0,385,1,Private
0,386,1,Private
0,387,1,Private
0,388,1,Private
0,389,1,Private
0,390,1,Private
0,391,1,Private
0,392,1,Private
0,393,1,Private
0,394,1,Public
0,395,1,Private
0,396,1,Private
0,397,1,Public
0,398,1,Private
0,399,1,Private
0,400,1,Private
0,401,1,Private
0,402,1,Private
0,403,1,Private
0,404,1,Public
0,405,1,Private
0,406,0,Private
0,407,0,Private
0,408,1,Private
0,409,1,Public
0,410,1,Private
0,411,1,Private
0,412,1,Private
0,413,1,Private
0,414,1,Private
0,415,1,Private
0,416,1,Private
0,417,1,Public
0,418,1,Public
0,419,1,Private
0,420,1,Private
0,421,1,Private
0,422,1,Public
0,423,1,Private
0,424,1,Public
0,425,1,Private
0,426,1,Public
0,427,1,Private
0,428,1,Private
0,429,1,Private
0,430,1,Public
0,431,1,Public
0,432,1,Public
0,433,1,Private
0,434,1,Private
0,435,1,Private
0,436,1,Public
0,437,1,Private
0,438,1,Public
0,439,1,Public
0,440,1,Private
0,441,1,Public
0,442,1,Private
0,443,1,Private
0,444,1,Private
0,445,1,Private
0,446,1,Private
0,447,1,Private
0,448,1,Public
0,449,1,Public
0,450,0,Private
0,451,0,Public
0,452,0,Private
0,453,0,Public
0,454,1,Private
0,455,1,Public
0,456,1,Private
0,457,1,Public
0,458,1,Private
0,459,1,Public
0,460,1,Private
0,461,1,Private
0,462,1,Public
0,463,1,Private
0,464,1,Private
0,465,1,Private
0,466,1,Public
0,467,1,Private
0,468,1,Private
0,469,1,Private
0,470,1,Private
0,471,1,Private
0,472,1,Private
0,473,1,Private
0,474,1,Private
0,475,1,Private
0,476,0,Private
0,477,0,Public
0,478,1,Private
0,479,1,Private
0,480,1,Private
0,481,1,Private
0,482,1,Private
0,483,1,Public
0,484,1,Private
0,485,1,Private
0,486,1,Public
0,487,1,Private
0,488,1,Private
0,489,1,Private
0,490,1,Private
0,491,1,Private
0,492,1,Private
0,493,1,Private
0,494,1,Private
0,495,1,Public
0,496,1,Private
0,497,1,Private
0,498,1,Public
0,499,1,Private
0,500,1,Private
0,501,1,Private
0,502,1,Private
0,503,1,Public
0,504,1,Private
0,505,1,Private
0,506,1,Private
0,507,1,Private
0,508,1,Public
0,509,1,Private
0,510,1,Private
0,511,1,Private
0,512,1,Public
0,513,1,Private
0,514,1,Private
0,515,1,Public
0,516,0,Private
0,517,0,Private
0,518,0,Private
0,519,0,Private
0,520,0,Private
0,521,0,Private
0,522,0,Private
0,523,0,Public
0,524,1,Private
0,525,1,Private
0,526,1,Private
0,527,1,Private
0,528,1,Private
0,529,1,Private
0,530,1,Private
0,531,1,Private
0,532,1,Private
0,533,1,Private
0,534,1,Public
0,535,1,Private
0,536,1,Private
0,537,1,Private
0,538,1,Private
0,539,1,Private
0,540,1,Public
0,541,1,Public
0,542,1,Public
0,543,1,Public
0,544,1,Public
0,545,1,Private
0,546,1,Private
0,547,1,Private
0,548,1,Private
0,549,1,Public
0,550,1,Public
0,551,1,Public
0,552,1,Private
0,553,1,Private
0,554,1,Public
0,555,1,Public
0,556,1,Public
0,557,1,Private
0,558,1,Private
0,559,1,Private
0,560,1,Public
0,561,1,Public
0,562,1,Private
0,563,1,Private
0,564,1,Public
0,565,1,Private
0,566,1,Public
0,567,1,Private
0,568,1,Private
0,569,1,Private
0,570,1,Private
0,571,1,Private
0,572,1,Private
0,573,1,Private
0,574,1,Private
0,575,1,Private
0,576,1,Private
0,577,1,Public
0,578,1,Public
0,579,1,Private
0,580,1,Public
0,581,1,Public
0,582,1,Public
0,583,1,Private
0,584,1,Private
0,585,1,Public
0,586,1,Private
0,587,1,Public
0,588,1,Private
0,589,1,Private
0,590,1,Private
0,591,1,Private
0,592,1,Private
0,593,1,Public
0,594,1,Public
0,595,1,Private
0,596,1,Private
0,597,1,Private
0,598,1,Private
0,599,1,Public
0,600,1,Private
0,601,1,Private
0,602,1,Private
0,603,1,Private
0,604,1,Private
0,605,1,Private
0,606,1,Private
0,607,1,Public
0,608,1,Private
0,609,1,Private
0,610,1,Public
0,611,1,Private
0,612,1,Public
0,613,1,Public
0,614,1,Private
0,615,1,Public
0,616,1,Private
0,617,1,Private
0,618,1,Public
0,619,1,Public
0,620,1,Public
0,621,1,Private
0,622,1,Public
0,623,1,Private
0,624,1,Public
0,625,1,Private
0,626,1,Private
0,627,1,Public
0,628,1,Public
0,629,1,Public
0,630,1,Private
0,631,1,Private
0,632,1,Public
0,633,1,Public
0,634,1,Private
0,635,1,Private
0,636,1,Private
0,637,1,Private
0,638,1,Public
0,639,1,Private
0,640,1,Public
0,641,1,Public
0,642,1,Private
0,643,1,Public
0,644,1,Private
0,645,1,Private
0,646,1,Public
0,647,1,Private
0,648,1,Private
0,649,1,Public
0,650,1,Public
0,651,1,Public
0,652,1,Public
0,653,1,Private
0,654,1,Private
0,655,1,Private
0,656,1,Private
0,657,1,Private
0,658,1,Private
0,659,1,Private
0,660,1,Private
0,661,1,Private
0,662,1,Private
0,663,1,Private
0,664,1,Private
0,665,1,Private
0,666,1,Private
0,667,1,Private
0,668,1,Private
0,669,1,Private
0,670,1,Public
0,671,1,Private
0,672,1,Public
0,673,1,Private
0,674,1,Private
0,675,1,Private
0,676,1,Public
0,677,1,Public
0,678,1,Private
0,679,1,Public
0,680,1,Private
0,681,1,Private
0,682,1,Public
0,683,1,Private
0,684,1,Public
0,685,1,Private
0,686,1,Private
0,687,1,Private
0,688,1,Public
0,689,1,Public
0,690,1,Private
0,691,1,Private
0,692,1,Public
0,693,1,Public
0,694,1,Private
0,695,1,Private
0,696,1,Private
0,697,1,Private
0,698,1,Public
0,699,1,Public
0,700,1,Private
0,701,1,Private
0,702,1,Private
0,703,1,Private
0,704,1,Private
0,705,1,Private
0,706,1,Public
0,707,1,Private
0,708,1,Private
0,709,1,Private
0,710,1,Private
0,711,1,Public
0,712,1,Public
0,713,1,Public
0,714,1,Private
0,715,1,Public
0,716,1,Private
0,717,1,Private
0,718,1,Private
0,719,1,Private
0,720,1,Private
0,721,1,Private
0,722,1,Private
0,723,1,Private
0,724,1,Private
0,725,1,Public
0,726,1,Private
0,727,1,Public
0,728,1,Private
0,729,1,Private
0,730,1,Private
0,731,1,Public
0,732,1,Private
0,733,1,Private
0,734,1,Private
0,735,1,Private
0,736,1,Public
0,737,1,Private
0,738,1,Private
0,739,1,Public
0,740,1,Public
0,741,1,Public
0,742,1,Private
0,743,1,Public
0,744,1,Public
0,745,1,Public
0,746,1,Private
0,747,1,Private
0,748,1,Private
0,749,1,Private
0,750,1,Private
0,751,1,Public
0,752,1,Public
0,753,1,Public
0,754,1,Private
0,755,1,Private
0,756,1,Private
0,757,1,Private
0,758,1,Public
0,759,1,Public
0,760,1,Private
0,761,1,Private
0,762,1,Private
0,763,1,Private
0,764,1,Private
0,765,1,Private
0,766,1,Private
0,767,1,Public
0,768,1,Private
0,769,1,Private
0,770,1,Public
0,771,1,Private
0,772,1,Public
0,773,1,Private
0,774,1,Public
0,775,1,Public
0,776,1,Private
0,777,1,Private
0,778,1,Public
0,779,1,Private
0,780,1,Private
0,781,1,Private
0,782,1,Private
0,783,1,Private
0,784,1,Public
0,785,1,Private
0,786,1,Private
0,787,1,Private
0,788,1,Public
0,789,1,Private
0,790,1,Private
0,791,1,Private
0,792,1,Private
0,793,1,Public
0,794,1,Public
0,795,1,Public
0,796,1,Public
0,797,1,Private
0,798,1,Private
0,799,1,Private
0,800,1,Private
0,801,1,Private
0,802,1,Private
0,803,1,Private
0,804,1,Public
0,805,1,Private
0,806,1,Private
0,807,1,Public
0,808,1,Private
0,809,1,Private
0,810,1,Private
0,811,1,Private
0,812,1,Private
0,813,1,Public
0,814,1,Private
0,815,1,Private
0,816,1,Private
0,817,1,Private
0,818,1,Public
0,819,1,Private
0,820,1,Private
0,821,1,Private
0,822,1,Private
0,823,1,Private
0,824,1,Private
0,825,1,Private
0,826,1,Public
0,827,1,Public
0,828,1,Public
0,829,1,Private
0,830,1,Private
0,831,1,Private
0,832,1,Public
0,833,1,Public
0,834,1,Private
0,835,1,Private
0,836,1,Private
0,837,1,Private
0,838,1,Private
0,839,1,Private
0,840,1,Public
0,841,1,Private
0,842,1,Public
0,843,1,Private
0,844,1,Public
0,845,1,Private
0,846,1,Public
0,847,1,Public
0,848,1,Public
0,849,1,Private
0,850,1,Public
0,851,1,Private
0,852,1,Public
0,853,1,Private
0,854,1,Private
0,855,1,Public
0,856,1,Public
0,857,1,Private
0,858,1,Public
0,859,1,Public
0,860,1,Private
0,861,1,Private
0,862,1,Private
0,863,1,Private
0,864,1,Public
0,865,1,Public
0,866,1,Public
0,867,1,Private
0,868,1,Private
0,869,1,Private
0,870,1,Public
0,871,1,Private
0,872,1,Private
0,873,1,Public
0,874,1,Private
0,875,1,Private
0,876,1,Public
0,877,1,Private
0,878,1,Private
0,879,1,Public
0,880,1,Public
0,881,1,Private
0,882,1,Private
0,883,1,Private
0,884,1,Public
0,885,1,Public
0,886,1,Private
0,887,1,Public
0,888,1,Private
0,889,1,Private
0,890,1,Private
0,891,1,Private
0,892,1,Private
0,893,1,Private
0,894,1,Private
0,895,1,Private
0,896,1,Public
0,897,1,Private
0,898,1,Private
0,899,1,Private
0,900,1,Private
0,901,1,Private
0,902,1,Private
0,903,1,Private
0,904,1,Public
0,905,1,Public
0,906,1,Private
0,907,1,Public
0,908,1,Private
0,909,1,Private
0,910,0,Private
0,911,0,Private
0,912,0,Private
0,913,0,Public
0,914,0,Public
0,915,0,Private
0,916,1,Public
0,917,1,Private
0,918,1,Private
0,919,1,Private
0,920,1,Private
0,921,1,Public
0,922,1,Public
0,923,1,Private
0,924,1,Public
0,925,1,Private
0,926,1,Public
0,927,1,Private
0,928,1,Public
0,929,1,Private
0,930,1,Public
0,931,1,Private
0,932,1,Private
0,933,1,Private
0,934,1,Private
0,935,1,Public
0,936,1,Private
0,937,1,Public
0,938,1,Public
0,939,1,Private
0,940,1,Private
0,941,1,Private
0,942,1,Private
0,943,1,Public
0,944,1,Private
0,945,1,Private
0,946,1,Private
0,947,1,Private
0,948,1,Private
0,949,1,Private
0,950,1,Public
0,951,1,Public
0,952,1,Private
0,953,1,Private
0,954,1,Private
0,955,1,Public
0,956,1,Private
0,957,1,Private
0,958,0,Private
0,959,0,Public
0,960,0,Private
0,961,0,Private
0,962,0,Private
0,963,0,Private
0,964,1,Private
0,965,1,Public
0,966,1,Private
0,967,1,Private
0,968,1,Private
0,969,1,Private
0,970,1,Public
0,971,1,Public
0,972,1,Public
0,973,1,Private
0,974,1,Public
0,975,1,Private
0,976,1,Private
0,977,1,Public
0,978,1,Private
0,979,1,Public
0,980,1,Private
0,981,1,Private
0,982,1,Public
0,983,1,Private
0,984,1,Public
0,985,1,Private
0,986,1,Private
0,987,1,Public
0,988,1,Private
0,989,1,Private
0,990,1,Public
0,991,1,Public
0,992,1,Private
0,993,1,Private
0,994,1,Private
0,995,1,Private
0,996,1,Private
0,997,1,Public
0,998,1,Public
0,999,1,Public
0,1000,1,Private
0,1001,1,Public
0,1002,1,Public
0,1003,1,Public
0,1004,1,Private
0,1005,1,Private
0,1006,1,Private
0,1007,1,Private
0,1008,0,Private
0,1009,0,Private
0,1010,0,Private
0,1011,0,Public
0,1012,1,Private
0,1013,1,Private
0,1014,1,Private
0,1015,1,Private
0,1016,1,Public
0,1017,1,Private
0,1018,1,Private
0,1019,1,Private
0,1020,1,Private
0,1021,1,Private
0,1022,1,Private
0,1023,1,Public
0,1024,1,Public
0,1025,1,Public
0,1026,1,Private
0,1027,1,Private
0,1028,1,Public
0,1029,1,Public
0,1030,1,Public
0,1031,1,Public
0,1032,1,Private
0,1033,1,Public
0,1034,1,Public
0,1035,1,Private
0,1036,1,Private
0,1037,1,Public
0,1038,1,Private
0,1039,1,Public
0,1040,1,Private
0,1041,1,Public
0,1042,1,Public
0,1043,1,Public
0,1044,1,Private
0,1045,1,Private
0,1046,1,Private
0,1047,1,Private
0,1048,1,Private
0,1049,1,Public
0,1050,1,Private
0,1051,1,Private
0,1052,1,Private
0,1053,1,Public
0,1054,1,Private
0,1055,1,Public
0,1056,1,Public
0,1057,1,Private
0,1058,1,Public
0,1059,1,Private
0,1060,1,Private
0,1061,1,Public
0,1062,1,Private
0,1063,1,Public
0,1064,1,Private
0,1065,1,Private
0,1066,1,Private
0,1067,1,Public
0,1068,1,Private
0,1069,1,Private
0,1070,1,Public
0,1071,1,Private
0,1072,1,Private
0,1073,1,Private
0,1074,1,Private
0,1075,1,Private
0,1076,1,Public
0,1077,1,Public
0,1078,1,Private
0,1079,1,Private
0,1080,0,Public
0,1081,0,Private
0,1082,0,Public
0,1083,0,Public
0,1084,0,Private
0,1085,0,Private
0,1086,1,Private
0,1087,1,Public
0,1088,1,Public
0,1089,1,Private
0,1090,1,Private
0,1091,1,Private
0,1092,1,Private
0,1093,1,Private
0,1094,1,Private
0,1095,1,Public
0,1096,1,Private
0,1097,1,Private
0,1098,1,Public
0,1099,1,Private
0,1100,1,Private
0,1101,1,Private
0,1102,1,Private
0,1103,1,Private
0,1104,1,Private
0,1105,1,Public
0,1106,1,Private
0,1107,1,Public
0,1108,1,Private
0,1109,1,Public
0,1110,1,Public
0,1111,1,Private
0,1112,1,Public
0,1113,1,Public
0,1114,1,Private
0,1115,1,Private
0,1116,1,Private
0,1117,1,Public
0,1118,1,Private
0,1119,1,Private
0,1120,1,Private
0,1121,1,Private
0,1122,1,Private
0,1123,1,Private
0,1124,1,Public
0,1125,1,Private
0,1126,1,Private
0,1127,1,Private
0,1128,1,Public
0,1129,1,Private
0,1130,1,Public
0,1131,1,Private
0,1132,1,Public
0,1133,1,Private
0,1134,1,Private
0,1135,1,Private
0,1136,1,Public
0,1137,1,Private
0,1138,1,Public
0,1139,1,Private
0,1140,1,Private
0,1141,1,Public
0,1142,1,Public
0,1143,1,Private
0,1144,1,Public
0,1145,1,Public
0,1146,1,Private
0,1147,1,Public
0,1148,1,Public
0,1149,1,Private
0,1150,1,Public
0,1151,1,Private
0,1152,1,Public
0,1153,1,Private
0,1154,1,Public
0,1155,1,Private
0,1156,1,Private
0,1157,1,Private
0,1158,1,Public
0,1159,1,Private
0,1160,1,Private
0,1161,1,Private
0,1162,0,Private
0,1163,0,Private
0,1164,1,Private
0,1165,1,Private
0,1166,1,Public
0,1167,1,Private
0,1168,1,Private
0,1169,1,Private
0,1170,1,Public
0,1171,1,Public
0,1172,1,Private
0,1173,1,Private
0,1174,1,Private
0,1175,1,Private
0,1176,1,Private
0,1177,1,Private
0,1178,1,Private
0,1179,1,Private
0,1180,1,Private
0,1181,1,Public
0,1182,1,Private
0,1183,1,Private
0,1184,1,Private
0,1185,1,Private
0,1186,1,Public
0,1187,1,Private
0,1188,1,Private
0,1189,1,Private
0,1190,0,Private
0,1191,0,Private
0,1192,0,Private
0,1193,0,Private
0,1194,0,Public
0,1195,0,Public
0,1196,1,Private
0,1197,1,Private
0,1198,1,Private
0,1199,1,Private
0,1200,1,Private
0,1201,1,Private
0,1202,1,Private
0,1203,1,Public
0,1204,1,Private
0,1205,1,Private
0,1206,1,Public
0,1207,1,Private
0,1208,1,Private
0,1209,1,Private
0,1210,1,Private
1,0,1,Public
1,1,1,Private
1,2,1,Private
1,3,1,Private
1,4,1,Private
1,5,1,Private
1,6,1,Private
1,7,1,Public
1,8,1,Public
1,9,1,Public
1,10,1,Public
1,11,1,Private
1,12,1,Private
1,13,1,Private
1,14,1,Public
1,15,1,Public
1,16,0,Private
1,17,0,Private
1,18,0,Private
1,19,0,Private
1,20,0,Private
1,21,0,Private
1,22,1,Private
1,23,1,Private
1,24,0,Public
1,25,0,Private
1,26,0,Private
1,27,0,Private
1,28,0,Public
1,29,0,Private
1,30,1,Public
1,31,1,Public
1,32,1,Private
1,33,1,Public
1,34,1,Private
1,35,1,Private
1,36,1,Private
1,37,1,Private
1,38,1,Private
1,39,1,Private
1,40,1,Private
1,41,1,Private
1,42,1,Private
1,43,1,Private
1,44,1,Private
1,45,1,Private
1,46,1,Private
1,47,1,Private
1,48,1,Private
1,49,1,Private
1,50,1,Public
1,51,1,Public
1,52,1,Public
1,53,1,Private
1,54,1,Private
1,55,1,Private
1,56,1,Private
1,57,1,Private
1,58,1,Public
1,59,1,Private
1,60,1,Private
1,61,1,Private
1,62,1,Private
1,63,1,Public
1,64,1,Private
1,65,1,Private
1,66,1,Private
1,67,1,Private
1,68,1,Public
1,69,1,Private
1,70,1,Public
1,71,1,Private
1,72,1,Private
1,73,1,Private
1,74,1,Private
1,75,1,Private
1,76,1,Private
1,77,1,Public
1,78,1,Public
1,79,1,Private
1,80,1,Private
1,81,1,Public
1,82,1,Private
1,83,1,Private
1,84,1,Public
1,85,1,Private
1,86,1,Public
1,87,1,Private
1,88,1,Public
1,89,1,Private
1,90,1,Public
1,91,1,Private
1,92,1,Private
1,93,1,Private
1,94,1,Public
1,95,1,Private
1,96,1,Public
1,97,1,Private
1,98,0,Private
1,99,0,Public
1,100,0,Public
1,101,0,Public
1,102,1,Private
1,103,1,Private
1,104,1,Private
1,105,1,Private
1,106,1,Private
1,107,1,Private
1,108,1,Private
1,109,1,Private
1,110,1,Public
1,111,1,Private
1,112,0,Private
1,113,0,Private
1,114,0,Private
1,115,0,Private
1,116,0,Public
1,117,0,Private
1,118,1,Private
1,119,1,Public
1,120,1,Public
1,121,1,Private
1,122,1,Public
1,123,1,Public
1,124,1,Private
1,125,1,Public
1,126,1,Private
1,127,1,Private
1,128,1,Private
1,129,1,Private
1,130,1,Private
1,131,1,Public
1,132,1,Private
1,133,1,Private
1,134,0,Private
1,135,0,Private
1,136,0,Public
1,137,0,Public
1,138,0,Private
1,139,0,Private
1,140,0,Private
1,141,0,Private
1,142,0,Private
1,143,0,Private
1,144,0,Public
1,145,0,Public
1,146,1,Public
1,147,1,Private
1,148,1,Private
1,149,1,Private
1,150,1,Private
1,151,1,Public
1,152,1,Private
1,153,1,Private
1,154,1,Public
1,155,1,Private
1,156,0,Private
1,157,0,Private
1,158,0,Public
1,159,0,Private
1,160,0,Private
1,161,0,Public
1,162,0,Private
1,163,0,Public
1,164,1,Private
1,165,1,Private
1,166,1,Private
1,167,1,Private
1,168,1,Private
1,169,1,Public
1,170,1,Private
1,171,1,Public
1,172,1,Private
1,173,1,Private
1,174,1,Private
1,175,1,Public
1,176,1,Public
1,177,1,Private
1,178,1,Private
1,179,1,Private
1,180,1,Private
1,181,1,Public
1,182,1,Private
1,183,1,Private
1,184,1,Private
1,185,1,Public
1,186,1,Private
1,187,1,Private
1,188,1,Private
1,189,1,Private
1,190,1,Public
1,191,1,Public
1,192,0,Private
1,193,0,Public
1,194,0,Private
1,195,0,Private
1,196,0,Private
1,197,0,Public
1,198,1,Private
1,199,1,Public
1,200,1,Private
1,201,1,Public
1,202,1,Public
1,203,1,Private
1,204,1,Public
1,205,1,Private
1,206,1,Private
1,207,1,Public
1,208,1,Private
1,209,1,Public
1,210,1,Public
1,211,1,Private
1,212,1,Public
1,213,1,Private
1,214,1,Private
1,215,1,Public
1,216,1,Public
1,217,1,Private
1,218,1,Private
1,219,1,Private
1,220,1,Private
1,221,1,Private
1,222,1,Public
1,223,1,Private
1,224,1,Public
1,225,1,Private
1,226,1,Public
1,227,1,Private
1,228,1,Private
1,229,1,Private
1,230,1,Private
1,231,1,Public
1,232,1,Public
1,233,1,Private
1,234,1,Private
1,235,1,Public
1,236,1,Private
1,237,1,Public
1,238,1,Public
1,239,1,Public
1,240,1,Public
1,241,1,Public
1,242,1,Private
1,243,1,Private
1,244,1,Public
1,245,1,Private
1,246,1,Private
1,247,1,Public
1,248,1,Private
1,249,1,Public
1,250,1,Public
1,251,1,Private
1,252,1,Public
1,253,1,Private
1,254,1,Private
1,255,1,Public
1,256,1,Private
1,257,1,Private
1,258,1,Private
1,259,1,Private
1,260,1,Private
1,261,1,Private
1,262,1,Private
1,263,1,Private
1,264,1,Public
1,265,1,Private
1,266,1,Private
1,267,1,Private
1,268,1,Private
1,269,1,Private
1,270,1,Private
1,271,1,Private
1,272,1,Public
1,273,1,Private
1,274,1,Private
1,275,1,Private
1,276,1,Private
1,277,1,Private
1,278,1,Private
1,279,1,Public
1,280,1,Public
1,281,1,Private
1,282,1,Private
1,283,1,Private
1,284,1,Public
1,285,1,Public
1,286,1,Private
1,287,1,Public
1,288,1,Private
1,289,1,Private
1,290,1,Private
1,291,1,Public
1,292,1,Private
1,293,1,Private
1,294,1,Private
1,295,1,Public
1,296,1,Public
1,297,1,Private
1,298,1,Private
1,299,1,Private
1,300,1,Public
1,301,1,Private
1,302,1,Private
1,303,1,Private
1,304,1,Private
1,305,1,Private
1,306,1,Private
1,307,1,Public
1,308,1,Public
1,309,1,Public
1,310,1,Public
1,311,1,Private
1,312,1,Public
1,313,1,Public
1,314,1,Public
1,315,1,Public
